"pt_lonlattext"
"POINT(-73.9176867 40.7673725)"
"POINT(-73.9160932 40.7666253)"
"POINT(-73.9168844 40.7669963)"
"POINT(-73.9184884 40.7677484)"
"POINT(-73.9181378 40.7700888)"
"POINT(-73.9167709 40.7698433)"
"POINT(-73.9342459 40.771029)"
"POINT(-73.9333258 40.7720202)"
"POINT(-73.9289331 40.7721598)"
"POINT(-73.9247802 40.7713537)"
"POINT(-73.9244409 40.771776)"
"POINT(-73.9236332 40.7704292)"
"POINT(-73.9228591 40.77136)"
"POINT(-73.9249435 40.7734858)"
"POINT(-73.9227994 40.7739655)"
"POINT(-73.9239851 40.7746223)"
"POINT(-73.9230164 40.7753908)"
"POINT(-73.9223307 40.7744198)"
"POINT(-73.9214219 40.770963)"
"POINT(-73.9194909 40.77044)"
"POINT(-73.9200889 40.7720593)"
"POINT(-73.9195849 40.772469)"
"POINT(-73.9177484 40.7704354)"
"POINT(-73.9187364 40.7710852)"
"POINT(-73.9182039 40.7714853)"
"POINT(-73.9172831 40.7708282)"
"POINT(-73.9165394 40.7703867)"
"POINT(-73.9163879 40.772988)"
"POINT(-73.9214827 40.7730491)"
"POINT(-73.9209619 40.773441)"
"POINT(-73.9191409 40.774933)"
"POINT(-73.9177619 40.77396)"
"POINT(-73.9215155 40.7766191)"
"POINT(-73.9166077 40.7770103)"
"POINT(-73.9189933 40.7786913)"
"POINT(-73.9168212 40.780458)"
"POINT(-73.9027895 40.6936655)"
"POINT(-73.8973659 40.694119)"
"POINT(-73.913261 40.7150761)"
"POINT(-73.8888619 40.701276)"
"POINT(-73.8898299 40.702549)"
"POINT(-73.9123209 40.719348)"
"POINT(-73.9113209 40.719624)"
"POINT(-73.9001124 40.7261671)"
"POINT(-73.8941129 40.723214)"
"POINT(-73.8994309 40.725403)"
"POINT(-73.8945489 40.72462)"
"POINT(-73.8967069 40.725167)"
"POINT(-73.8958571 40.7256264)"
"POINT(-73.8950691 40.7255478)"
"POINT(-73.8946694 40.7249906)"
"POINT(-73.8953409 40.725921)"
"POINT(-73.9117788 40.7299373)"
"POINT(-73.9074147 40.727215)"
"POINT(-73.9067299 40.727733)"
"POINT(-73.9145675 40.7357048)"
"POINT(-73.9092802 40.7362611)"
"POINT(-73.9095159 40.7363866)"
"POINT(-73.9092181 40.7364176)"
"POINT(-73.9091515 40.7365619)"
"POINT(-73.8946429 40.726338)"
"POINT(-73.8944089 40.726479)"
"POINT(-73.8955889 40.728965)"
"POINT(-73.8870769 40.724638)"
"POINT(-73.8932739 40.727192)"
"POINT(-73.8922849 40.727758)"
"POINT(-73.8915179 40.728162)"
"POINT(-73.8908239 40.728628)"
"POINT(-73.8900079 40.72945)"
"POINT(-73.8872049 40.7273934)"
"POINT(-73.8872009 40.728612)"
"POINT(-73.8875599 40.730197)"
"POINT(-73.9150005 40.7426771)"
"POINT(-73.907561 40.7416822)"
"POINT(-73.9075285 40.7418008)"
"POINT(-73.9074916 40.7419323)"
"POINT(-73.9074573 40.7420544)"
"POINT(-73.9149735 40.7428146)"
"POINT(-73.9055549 40.745391)"
"POINT(-73.9036908 40.7380092)"
"POINT(-73.9036798 40.7384235)"
"POINT(-73.8998266 40.7395078)"
"POINT(-73.904635 40.7413377)"
"POINT(-73.9027519 40.7411351)"
"POINT(-73.9026876 40.7412398)"
"POINT(-73.902565 40.7411056)"
"POINT(-73.9025299 40.7412162)"
"POINT(-73.9025909 40.7413384)"
"POINT(-73.9024911 40.7413259)"
"POINT(-73.9046012 40.741461)"
"POINT(-73.9045738 40.7415866)"
"POINT(-73.9045432 40.7417087)"
"POINT(-73.9024675 40.7414719)"
"POINT(-73.900921 40.7409006)"
"POINT(-73.9009159 40.7410006)"
"POINT(-73.9009086 40.7409471)"
"POINT(-73.9009006 40.7411269)"
"POINT(-73.8996278 40.740748)"
"POINT(-73.8996087 40.7408459)"
"POINT(-73.8995861 40.7409623)"
"POINT(-73.8995702 40.7410361)"
"POINT(-73.8995532 40.7411167)"
"POINT(-73.8958444 40.7400857)"
"POINT(-73.8958409 40.7402105)"
"POINT(-73.8958373 40.7403206)"
"POINT(-73.8958356 40.7404428)"
"POINT(-73.9044879 40.74512)"
"POINT(-73.9044371 40.7454982)"
"POINT(-73.9145471 40.7536483)"
"POINT(-73.9134877 40.753461)"
"POINT(-73.9125341 40.7532961)"
"POINT(-73.9102584 40.7529815)"
"POINT(-73.9082409 40.7531738)"
"POINT(-73.9069105 40.7532938)"
"POINT(-73.9154675 40.7538022)"
"POINT(-73.9134075 40.7563464)"
"POINT(-73.9121679 40.755764)"
"POINT(-73.9126107 40.7559709)"
"POINT(-73.9118105 40.7555927)"
"POINT(-73.9150067 40.7571019)"
"POINT(-73.9158058 40.757473)"
"POINT(-73.9142087 40.7567195)"
"POINT(-73.9122896 40.7590672)"
"POINT(-73.910696 40.7583247)"
"POINT(-73.9114963 40.758696)"
"POINT(-73.909023 40.7542835)"
"POINT(-73.9084649 40.755292)"
"POINT(-73.9070969 40.755441)"
"POINT(-73.9078345 40.7569966)"
"POINT(-73.9090659 40.757565)"
"POINT(-73.9073719 40.7569917)"
"POINT(-73.9039233 40.7536077)"
"POINT(-73.9029847 40.7537064)"
"POINT(-73.8968626 40.7490067)"
"POINT(-73.8967385 40.748414)"
"POINT(-73.896112 40.7486741)"
"POINT(-73.8957738 40.7485317)"
"POINT(-73.8943389 40.7527168)"
"POINT(-73.9025039 40.755922)"
"POINT(-73.9012302 40.7538908)"
"POINT(-73.9003098 40.7539875)"
"POINT(-73.9027859 40.757472)"
"POINT(-73.8975114 40.7542816)"
"POINT(-73.8989259 40.756299)"
"POINT(-73.8979099 40.756405)"
"POINT(-73.8965211 40.7543857)"
"POINT(-73.8955896 40.7544835)"
"POINT(-73.8946606 40.7545812)"
"POINT(-73.8992235 40.7578467)"
"POINT(-73.8941239 40.756795)"
"POINT(-73.8944019 40.758353)"
"POINT(-73.8886059 40.745483)"
"POINT(-73.8924203 40.7471194)"
"POINT(-73.8903659 40.746231)"
"POINT(-73.8893309 40.745786)"
"POINT(-73.8883319 40.745365)"
"POINT(-73.8873379 40.744941)"
"POINT(-73.8924635 40.7529033)"
"POINT(-73.8915355 40.7530023)"
"POINT(-73.8906035 40.7531003)"
"POINT(-73.8896745 40.7531983)"
"POINT(-73.8887465 40.7532953)"
"POINT(-73.8878145 40.7533933)"
"POINT(-73.8868658 40.7534935)"
"POINT(-73.8937335 40.7546786)"
"POINT(-73.8928026 40.7547764)"
"POINT(-73.891881 40.7548733)"
"POINT(-73.8909474 40.7549714)"
"POINT(-73.8900126 40.7550696)"
"POINT(-73.8890873 40.7551669)"
"POINT(-73.8931879 40.756898)"
"POINT(-73.8922609 40.75699)"
"POINT(-73.8913329 40.757096)"
"POINT(-73.8925279 40.75855)"
"POINT(-73.8904029 40.757193)"
"POINT(-73.8894719 40.757293)"
"POINT(-73.8906909 40.758744)"
"POINT(-73.8888229 40.758937)"
"POINT(-73.8881567 40.7552647)"
"POINT(-73.8872113 40.755364)"
"POINT(-73.8862979 40.75546)"
"POINT(-73.8885439 40.757388)"
"POINT(-73.8876018 40.7574862)"
"POINT(-73.8878874 40.7590376)"
"POINT(-73.9154927 40.7605679)"
"POINT(-73.9146931 40.7601922)"
"POINT(-73.9138979 40.7598185)"
"POINT(-73.9130934 40.7594453)"
"POINT(-73.9109908 40.7620219)"
"POINT(-73.9133912 40.7631512)"
"POINT(-73.9149981 40.7639012)"
"POINT(-73.915785 40.7642684)"
"POINT(-73.9141898 40.7635239)"
"POINT(-73.9125901 40.7627774)"
"POINT(-73.9117933 40.7624055)"
"POINT(-73.9120913 40.7647489)"
"POINT(-73.9112913 40.7643738)"
"POINT(-73.9101897 40.7616439)"
"POINT(-73.9069828 40.7601604)"
"POINT(-73.9063122 40.7598474)"
"POINT(-73.9104956 40.7640007)"
"POINT(-73.9097169 40.7636126)"
"POINT(-73.9144865 40.765872)"
"POINT(-73.9136945 40.7655007)"
"POINT(-73.9152838 40.7662458)"
"POINT(-73.9128889 40.7651229)"
"POINT(-73.9148516 40.7695037)"
"POINT(-73.9144231 40.7700481)"
"POINT(-73.9116993 40.7679488)"
"POINT(-73.9109589 40.7688571)"
"POINT(-73.9129071 40.7691723)"
"POINT(-73.9124483 40.7697437)"
"POINT(-73.9084987 40.7664552)"
"POINT(-73.9090029 40.7685452)"
"POINT(-73.9102474 40.7694252)"
"POINT(-73.9070601 40.7682235)"
"POINT(-73.9069025 40.7689047)"
"POINT(-73.9067737 40.7700658)"
"POINT(-73.9012562 40.7596331)"
"POINT(-73.9045052 40.7645948)"
"POINT(-73.8984385 40.7599479)"
"POINT(-73.9037079 40.765597)"
"POINT(-73.9034169 40.765963)"
"POINT(-73.9020479 40.7674153)"
"POINT(-73.9038759 40.7681152)"
"POINT(-73.9016106 40.7677711)"
"POINT(-73.9003304 40.7688139)"
"POINT(-73.8996201 40.7683105)"
"POINT(-73.8973794 40.7701469)"
"POINT(-73.8943457 40.7684482)"
"POINT(-73.9153969 40.7722884)"
"POINT(-73.9138569 40.775062)"
"POINT(-73.9128579 40.77436)"
"POINT(-73.9117821 40.7736012)"
"POINT(-73.9111053 40.7730744)"
"POINT(-73.9110298 40.7731362)"
"POINT(-73.9089521 40.7716023)"
"POINT(-73.9082226 40.7710893)"
"POINT(-73.9096506 40.7720942)"
"POINT(-73.9103522 40.7725925)"
"POINT(-73.906059 40.7728594)"
"POINT(-73.9053334 40.7723439)"
"POINT(-73.9082022 40.7743722)"
"POINT(-73.9096202 40.7753679)"
"POINT(-73.9089096 40.7748712)"
"POINT(-73.9067887 40.7733709)"
"POINT(-73.9074883 40.7738673)"
"POINT(-73.9052526 40.775699)"
"POINT(-73.9152341 40.776039)"
"POINT(-73.9107111 40.7761454)"
"POINT(-73.9116958 40.7768399)"
"POINT(-73.9144421 40.7787772)"
"POINT(-73.9084769 40.777983)"
"POINT(-73.9066816 40.7767079)"
"POINT(-73.9101469 40.77915)"
"POINT(-73.9062383 40.7796899)"
"POINT(-73.9063652 40.7797784)"
"POINT(-73.9039031 40.7713361)"
"POINT(-73.9031866 40.7708325)"
"POINT(-73.9024779 40.7703216)"
"POINT(-73.9046258 40.7718453)"
"POINT(-73.9038242 40.7746902)"
"POINT(-73.9045552 40.7752064)"
"POINT(-73.9016665 40.7731672)"
"POINT(-73.8995075 40.7749363)"
"POINT(-73.9030973 40.777473)"
"POINT(-73.9016606 40.7764576)"
"POINT(-73.8929189 40.7605353)"
"POINT(-73.8910539 40.760728)"
"POINT(-73.8891859 40.760923)"
"POINT(-73.8913817 40.7625668)"
"POINT(-73.8904488 40.7626688)"
"POINT(-73.8885935 40.7628666)"
"POINT(-73.8882528 40.7610224)"
"POINT(-73.8863969 40.761216)"
"POINT(-73.8867313 40.7630618)"
"POINT(-73.8919109 40.765711)"
"POINT(-73.8890332 40.7652637)"
"POINT(-73.8890727 40.7654358)"
"POINT(-73.8906937 40.7666144)"
"POINT(-73.8872007 40.7651075)"
"POINT(-73.8870805 40.7649319)"
"POINT(-73.8870531 40.7650805)"
"POINT(-73.8876262 40.7663118)"
"POINT(-73.8876633 40.7664082)"
"POINT(-73.8874913 40.7663398)"
"POINT(-73.8875194 40.7664337)"
"POINT(-73.8879111 40.7671846)"
"POINT(-73.8877497 40.7672254)"
"POINT(-74.0566563 40.7842096)"
"POINT(-74.0506296 40.7852168)"
"POINT(-74.0545127 40.7879868)"
"POINT(-74.0504954 40.7913834)"
"POINT(-74.0641199 40.7998472)"
"POINT(-74.0583303 40.7951701)"
"POINT(-74.0490343 40.7935379)"
"POINT(-74.058491 40.7993896)"
"POINT(-74.0675551 40.8129785)"
"POINT(-74.0655184 40.8119353)"
"POINT(-74.0655079 40.8120433)"
"POINT(-74.066522 40.8138478)"
"POINT(-74.0636944 40.8114728)"
"POINT(-74.0637036 40.8116045)"
"POINT(-74.0604929 40.822802)"
"POINT(-74.0425873 40.7854469)"
"POINT(-74.0467652 40.7871541)"
"POINT(-74.0451537 40.7888652)"
"POINT(-74.0437546 40.7903533)"
"POINT(-74.0111949 40.781565)"
"POINT(-74.0081376 40.8208305)"
"POINT(-74.0662411 40.8541384)"
"POINT(-74.0644768 40.8654141)"
"POINT(-74.0636646 40.8649314)"
"POINT(-74.0642968 40.8653071)"
"POINT(-74.0586119 40.8617038)"
"POINT(-74.0585631 40.8618778)"
"POINT(-74.0487854 40.8629048)"
"POINT(-74.0103355 40.8330369)"
"POINT(-74.0101559 40.8330222)"
"POINT(-74.010166 40.8335148)"
"POINT(-74.0100493 40.8334641)"
"POINT(-74.0223909 40.842571)"
"POINT(-74.0048809 40.842888)"
"POINT(-74.0047829 40.8436843)"
"POINT(-74.0467773 40.8556726)"
"POINT(-74.0422634 40.8547152)"
"POINT(-74.0382907 40.8538493)"
"POINT(-74.0339942 40.8529316)"
"POINT(-74.0233868 40.8490593)"
"POINT(-74.0233441 40.8491264)"
"POINT(-74.0256309 40.8500505)"
"POINT(-74.025589 40.8501175)"
"POINT(-74.0188549 40.855111)"
"POINT(-74.0638736 40.8703346)"
"POINT(-74.0637113 40.8705202)"
"POINT(-74.0605896 40.8742239)"
"POINT(-74.0528319 40.88007)"
"POINT(-74.0529909 40.897396)"
"POINT(-74.0431589 40.875927)"
"POINT(-74.0293802 40.8780193)"
"POINT(-74.0398449 40.889534)"
"POINT(-74.0251549 40.8769612)"
"POINT(-74.0130613 40.8723062)"
"POINT(-74.013013 40.8724162)"
"POINT(-74.0213754 40.888874)"
"POINT(-74.0072859 40.884271)"
"POINT(-74.0148899 40.886691)"
"POINT(-74.0394518 40.8921425)"
"POINT(-74.0383552 40.8920619)"
"POINT(-74.0313669 40.891538)"
"POINT(-74.0288567 40.8961418)"
"POINT(-74.0029505 40.7856511)"
"POINT(-74.0009949 40.7921512)"
"POINT(-73.9850802 40.7817867)"
"POINT(-73.9830718 40.7817679)"
"POINT(-73.9825953 40.7823951)"
"POINT(-73.984467 40.7831868)"
"POINT(-73.9821287 40.7830301)"
"POINT(-73.9833074 40.784357)"
"POINT(-73.9826601 40.7849758)"
"POINT(-73.9809823 40.7817194)"
"POINT(-73.9811763 40.7818019)"
"POINT(-73.9809211 40.7825164)"
"POINT(-73.9807299 40.782439)"
"POINT(-73.979279 40.7818365)"
"POINT(-73.9805808 40.7832069)"
"POINT(-73.9816868 40.7836714)"
"POINT(-73.9803915 40.7831278)"
"POINT(-73.979905 40.7838162)"
"POINT(-73.9800837 40.783893)"
"POINT(-73.9788208 40.7824641)"
"POINT(-73.9783286 40.7831525)"
"POINT(-73.9778253 40.783828)"
"POINT(-73.9811701 40.7843497)"
"POINT(-73.9806778 40.7850311)"
"POINT(-73.9795826 40.7845691)"
"POINT(-73.9794052 40.7844943)"
"POINT(-73.9814479 40.786184)"
"POINT(-73.9802225 40.785659)"
"POINT(-73.9797617 40.7862926)"
"POINT(-73.9789381 40.785123)"
"POINT(-73.9791228 40.7852008)"
"POINT(-73.977362 40.7844628)"
"POINT(-73.9769057 40.7850879)"
"POINT(-73.9786486 40.7858192)"
"POINT(-73.9784766 40.785747)"
"POINT(-73.9780018 40.7863933)"
"POINT(-73.9781722 40.7864652)"
"POINT(-73.9759822 40.7812676)"
"POINT(-73.9754829 40.7819523)"
"POINT(-73.9749878 40.7826312)"
"POINT(-73.974553 40.7832296)"
"POINT(-73.9740654 40.783896)"
"POINT(-73.9717335 40.7820374)"
"POINT(-73.9712565 40.7827173)"
"POINT(-73.9764354 40.7857321)"
"POINT(-73.9759752 40.7863627)"
"POINT(-73.9735993 40.7845351)"
"POINT(-73.9731395 40.7851655)"
"POINT(-73.9726736 40.7858043)"
"POINT(-73.9721755 40.7864873)"
"POINT(-73.9812289 40.786917)"
"POINT(-73.98115 40.787722)"
"POINT(-73.9792936 40.7869385)"
"POINT(-73.9810701 40.7885135)"
"POINT(-73.9808595 40.7892565)"
"POINT(-73.9788288 40.7875673)"
"POINT(-73.9775172 40.7870136)"
"POINT(-73.9776926 40.7870877)"
"POINT(-73.9771796 40.7876892)"
"POINT(-73.9770037 40.7876214)"
"POINT(-73.9783729 40.7881993)"
"POINT(-73.9778626 40.7888872)"
"POINT(-73.9766071 40.7883609)"
"POINT(-73.9803692 40.7899385)"
"POINT(-73.9798732 40.7906174)"
"POINT(-73.9794096 40.7912484)"
"POINT(-73.9773743 40.7895628)"
"POINT(-73.9769231 40.7901743)"
"POINT(-73.9764489 40.7908141)"
"POINT(-73.9786892 40.7917606)"
"POINT(-73.9777034 40.7921597)"
"POINT(-73.975509 40.7870013)"
"POINT(-73.9750102 40.7876846)"
"POINT(-73.9764348 40.7882867)"
"POINT(-73.9758905 40.7889211)"
"POINT(-73.9760613 40.788995)"
"POINT(-73.9745253 40.7883489)"
"POINT(-73.9740594 40.7889871)"
"POINT(-73.9716859 40.7871586)"
"POINT(-73.9712226 40.7877937)"
"POINT(-73.9755986 40.7896182)"
"POINT(-73.9754199 40.7895455)"
"POINT(-73.9751318 40.7902552)"
"POINT(-73.9749559 40.790184)"
"POINT(-73.9744962 40.790806)"
"POINT(-73.9760045 40.7914402)"
"POINT(-73.9755517 40.7920701)"
"POINT(-73.9746796 40.7908742)"
"POINT(-73.9742129 40.7915093)"
"POINT(-73.9740373 40.791438)"
"POINT(-73.9737575 40.7921407)"
"POINT(-73.9736024 40.7896131)"
"POINT(-73.973143 40.7902424)"
"POINT(-73.9726861 40.7908684)"
"POINT(-73.9735737 40.7920664)"
"POINT(-73.972228 40.7914959)"
"POINT(-73.9717686 40.7921252)"
"POINT(-73.9707905 40.7833496)"
"POINT(-73.9703285 40.7839788)"
"POINT(-73.9698591 40.7846108)"
"POINT(-73.9693487 40.7853033)"
"POINT(-73.9688608 40.7859744)"
"POINT(-73.9683982 40.7866014)"
"POINT(-73.9604134 40.7815447)"
"POINT(-73.9707646 40.7884217)"
"POINT(-73.970303 40.7890547)"
"POINT(-73.9679447 40.7872287)"
"POINT(-73.9674763 40.7878713)"
"POINT(-73.9670287 40.7884783)"
"POINT(-73.9665793 40.7891097)"
"POINT(-73.9698509 40.7896744)"
"POINT(-73.969396 40.7902981)"
"POINT(-73.9689346 40.7909308)"
"POINT(-73.9684723 40.7915647)"
"POINT(-73.9661078 40.789736)"
"POINT(-73.9656636 40.7903601)"
"POINT(-73.9680189 40.7921862)"
"POINT(-73.9652081 40.7909908)"
"POINT(-73.964707 40.7916741)"
"POINT(-73.977084 40.7927214)"
"POINT(-73.9750901 40.7927051)"
"POINT(-73.9746352 40.7933315)"
"POINT(-73.9741854 40.7939616)"
"POINT(-73.9737243 40.7945858)"
"POINT(-73.9731262 40.792701)"
"POINT(-73.9732955 40.792771)"
"POINT(-73.9728491 40.7933947)"
"POINT(-73.9726637 40.7933183)"
"POINT(-73.9713116 40.7927512)"
"POINT(-73.9724163 40.794038)"
"POINT(-73.9721554 40.7939303)"
"POINT(-73.9716819 40.7946106)"
"POINT(-73.9719191 40.7947101)"
"POINT(-73.9757928 40.7954668)"
"POINT(-73.9759846 40.7955204)"
"POINT(-73.9740977 40.7965204)"
"POINT(-73.974283 40.7966016)"
"POINT(-73.9732065 40.7952534)"
"POINT(-73.9727151 40.7959319)"
"POINT(-73.9712264 40.795291)"
"POINT(-73.9714106 40.7953622)"
"POINT(-73.9722591 40.7965558)"
"POINT(-73.9718111 40.7971871)"
"POINT(-73.9713466 40.7978216)"
"POINT(-73.9710115 40.8009645)"
"POINT(-73.9712239 40.801054)"
"POINT(-73.9708538 40.7933783)"
"POINT(-73.9703639 40.7940493)"
"POINT(-73.9698643 40.7947337)"
"POINT(-73.9675288 40.7928581)"
"POINT(-73.9670268 40.7935423)"
"POINT(-73.9666382 40.7940777)"
"POINT(-73.970921 40.7959957)"
"POINT(-73.9707468 40.7959244)"
"POINT(-73.9694083 40.7953582)"
"POINT(-73.9689503 40.7959856)"
"POINT(-73.9704633 40.7966222)"
"POINT(-73.9702929 40.7965528)"
"POINT(-73.9700078 40.7972533)"
"POINT(-73.9698322 40.7971827)"
"POINT(-73.9684717 40.7966412)"
"POINT(-73.9656181 40.7954714)"
"POINT(-73.9680297 40.7972466)"
"POINT(-73.964188 40.792384)"
"POINT(-73.9628568 40.7941908)"
"POINT(-73.962368 40.7948566)"
"POINT(-73.961905 40.7954832)"
"POINT(-73.9614472 40.7961147)"
"POINT(-73.9609935 40.7967449)"
"POINT(-73.9605345 40.797375)"
"POINT(-73.9708876 40.7984506)"
"POINT(-73.9704306 40.7990808)"
"POINT(-73.9695716 40.7978702)"
"POINT(-73.9693892 40.7977996)"
"POINT(-73.9691156 40.7985082)"
"POINT(-73.9689287 40.7984325)"
"POINT(-73.968464 40.7990578)"
"POINT(-73.9699735 40.7996987)"
"POINT(-73.96865 40.7991422)"
"POINT(-73.9695098 40.8003317)"
"POINT(-73.9683195 40.7998293)"
"POINT(-73.9675746 40.7978699)"
"POINT(-73.9671142 40.7985006)"
"POINT(-73.9681076 40.7997378)"
"POINT(-73.9678979 40.800463)"
"POINT(-73.9666551 40.7991294)"
"POINT(-73.9661967 40.7997572)"
"POINT(-73.9657045 40.8004313)"
"POINT(-73.9690677 40.8009593)"
"POINT(-73.9685614 40.8016434)"
"POINT(-73.9702687 40.8023555)"
"POINT(-73.9680996 40.8005442)"
"POINT(-73.9679941 40.8014007)"
"POINT(-73.9677886 40.8013053)"
"POINT(-73.9676934 40.8021615)"
"POINT(-73.96811 40.8023277)"
"POINT(-73.9679078 40.8022513)"
"POINT(-73.9677085 40.8029849)"
"POINT(-73.9675074 40.8028991)"
"POINT(-73.9638243 40.7979367)"
"POINT(-73.9633654 40.7985659)"
"POINT(-73.9628759 40.7992369)"
"POINT(-73.9614742 40.798645)"
"POINT(-73.9600399 40.7980472)"
"POINT(-73.9623805 40.799916)"
"POINT(-73.9609758 40.7993247)"
"POINT(-73.9605142 40.7999544)"
"POINT(-73.9652109 40.8011074)"
"POINT(-73.964755 40.8017318)"
"POINT(-73.96429 40.8023687)"
"POINT(-73.9638671 40.8029837)"
"POINT(-73.9618967 40.8005325)"
"POINT(-73.9614381 40.8011683)"
"POINT(-73.9600538 40.8005822)"
"POINT(-73.9610567 40.8017903)"
"POINT(-73.9977801 40.8057483)"
"POINT(-73.9971089 40.824966)"
"POINT(-73.9913758 40.8145839)"
"POINT(-73.9886509 40.820251)"
"POINT(-73.9880979 40.819946)"
"POINT(-73.9878859 40.821378)"
"POINT(-73.969121 40.8035615)"
"POINT(-73.9693369 40.803652)"
"POINT(-73.9667939 40.8042094)"
"POINT(-73.966619 40.8041373)"
"POINT(-73.9681142 40.8057097)"
"POINT(-73.9658599 40.8054906)"
"POINT(-73.965675 40.8054098)"
"POINT(-73.9674321 40.8069655)"
"POINT(-73.9671361 40.8068455)"
"POINT(-73.9670176 40.8076141)"
"POINT(-73.9665385 40.8082347)"
"POINT(-73.963386 40.8036303)"
"POINT(-73.9629284 40.8042569)"
"POINT(-73.9624526 40.8048852)"
"POINT(-73.9643042 40.8073074)"
"POINT(-73.9644821 40.8073825)"
"POINT(-73.9638151 40.8079924)"
"POINT(-73.9639997 40.8080666)"
"POINT(-73.9658464 40.8088422)"
"POINT(-73.9644239 40.810755)"
"POINT(-73.9640189 40.811331)"
"POINT(-73.9630664 40.8109353)"
"POINT(-73.9621943 40.8105701)"
"POINT(-73.9620177 40.8104995)"
"POINT(-73.961686 40.8112589)"
"POINT(-73.9615184 40.8111851)"
"POINT(-73.9621059 40.812252)"
"POINT(-73.9612282 40.8118836)"
"POINT(-73.9610594 40.8118101)"
"POINT(-73.9622509 40.8137124)"
"POINT(-73.9808069 40.816884)"
"POINT(-73.9603734 40.817955)"
"POINT(-73.9610379 40.818704)"
"POINT(-73.9599215 40.7822133)"
"POINT(-73.958319 40.7815366)"
"POINT(-73.9578657 40.7821571)"
"POINT(-73.9594695 40.7828333)"
"POINT(-73.9590067 40.7834682)"
"POINT(-73.9574043 40.7827919)"
"POINT(-73.9563632 40.7815237)"
"POINT(-73.9561146 40.7814189)"
"POINT(-73.9559017 40.7821577)"
"POINT(-73.9556524 40.7820524)"
"POINT(-73.9569449 40.783417)"
"POINT(-73.9554458 40.7827842)"
"POINT(-73.9551955 40.7826785)"
"POINT(-73.9547387 40.7833046)"
"POINT(-73.9549901 40.7834104)"
"POINT(-73.95855 40.7840947)"
"POINT(-73.9580957 40.7847179)"
"POINT(-73.9576384 40.7853451)"
"POINT(-73.9564888 40.7840414)"
"POINT(-73.9560334 40.7846666)"
"POINT(-73.9545363 40.7840339)"
"POINT(-73.9555648 40.7853035)"
"POINT(-73.9571721 40.7859848)"
"POINT(-73.9567217 40.7866026)"
"POINT(-73.9551137 40.7859253)"
"POINT(-73.9546621 40.7865436)"
"POINT(-73.9541757 40.7814292)"
"POINT(-73.9537186 40.782055)"
"POINT(-73.9521156 40.7813783)"
"POINT(-73.9532599 40.782682)"
"POINT(-73.9542843 40.7839274)"
"POINT(-73.9528058 40.7833024)"
"POINT(-73.9516567 40.7820071)"
"POINT(-73.9512051 40.7826258)"
"POINT(-73.9507425 40.7832595)"
"POINT(-73.9502823 40.78389)"
"POINT(-73.9540726 40.784671)"
"POINT(-73.9538199 40.7845639)"
"POINT(-73.9536183 40.7852953)"
"POINT(-73.9533643 40.7851883)"
"POINT(-73.9518833 40.7845645)"
"POINT(-73.9531707 40.7859102)"
"POINT(-73.9529163 40.7858022)"
"POINT(-73.9524116 40.7864938)"
"POINT(-73.9526674 40.7866018)"
"POINT(-73.9514387 40.7851747)"
"POINT(-73.9498402 40.7844958)"
"POINT(-73.9493306 40.785194)"
"POINT(-73.9509261 40.7858671)"
"POINT(-73.9504397 40.7865321)"
"POINT(-73.9562676 40.7872254)"
"POINT(-73.9557685 40.7879101)"
"POINT(-73.9552766 40.7885847)"
"POINT(-73.9548169 40.789205)"
"POINT(-73.9541597 40.7872313)"
"POINT(-73.9536719 40.787901)"
"POINT(-73.9521813 40.7872697)"
"POINT(-73.9519247 40.7871611)"
"POINT(-73.953212 40.7885301)"
"POINT(-73.9527429 40.789168)"
"POINT(-73.9499819 40.7871716)"
"POINT(-73.9495276 40.787792)"
"POINT(-73.9490631 40.7884298)"
"POINT(-73.9518349 40.790419)"
"POINT(-73.9534379 40.791085)"
"POINT(-73.9529839 40.791722)"
"POINT(-73.9498912 40.7904175)"
"POINT(-73.9496272 40.7903105)"
"POINT(-73.9513727 40.7910468)"
"POINT(-73.9509169 40.791675)"
"POINT(-73.949425 40.7910567)"
"POINT(-73.9491632 40.7909454)"
"POINT(-73.9489809 40.7916669)"
"POINT(-73.9489675 40.78168)"
"POINT(-73.9485052 40.7823112)"
"POINT(-73.9480372 40.7829443)"
"POINT(-73.9476027 40.7835456)"
"POINT(-73.9461282 40.7813273)"
"POINT(-73.9456699 40.781947)"
"POINT(-73.9452387 40.7825471)"
"POINT(-73.9447292 40.7832573)"
"POINT(-73.9437635 40.7828652)"
"POINT(-73.9440615 40.7829774)"
"POINT(-73.9442169 40.7839488)"
"POINT(-73.9470668 40.7842389)"
"POINT(-73.9465979 40.7849375)"
"POINT(-73.9488337 40.7858701)"
"POINT(-73.9483791 40.7864975)"
"POINT(-73.9457077 40.7861572)"
"POINT(-73.943319 40.7851721)"
"POINT(-73.9428588 40.7857921)"
"POINT(-73.9423949 40.786438)"
"POINT(-73.9479325 40.7871093)"
"POINT(-73.9474622 40.7877536)"
"POINT(-73.9486044 40.7890556)"
"POINT(-73.9470026 40.7883833)"
"POINT(-73.9465504 40.7890027)"
"POINT(-73.9452299 40.786809)"
"POINT(-73.9447699 40.787442)"
"POINT(-73.9443182 40.7880638)"
"POINT(-73.9438589 40.788686)"
"POINT(-73.9481483 40.7896812)"
"POINT(-73.9476848 40.7903168)"
"POINT(-73.9487176 40.7915562)"
